PING www.iztapalapa.uam.mx:80 (/):
connected to 148.206.58.19:80 (471 bytes), seq=183 time=485.98 ms 
connected to 148.206.58.19:80 (471 bytes), seq=184 time=496.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=185 time=497.34 ms 
connected to 148.206.58.19:80 (471 bytes), seq=186 time=504.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=187 time=487.07 ms 
connected to 148.206.58.19:80 (471 bytes), seq=188 time=495.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=189 time=495.78 ms 
connected to 148.206.58.19:80 (471 bytes), seq=190 time=492.91 ms 
connected to 148.206.58.19:80 (471 bytes), seq=191 time=492.75 ms 
connected to 148.206.58.19:80 (471 bytes), seq=192 time=496.55 ms 
connected to 148.206.58.19:80 (471 bytes), seq=193 time=487.59 ms 
connected to 148.206.58.19:80 (471 bytes), seq=194 time=497.94 ms 
connected to 148.206.58.19:80 (471 bytes), seq=195 time=491.15 ms 
connected to 148.206.58.19:80 (471 bytes), seq=196 time=488.48 ms 
connected to 148.206.58.19:80 (471 bytes), seq=197 time=495.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=198 time=502.25 ms 
connected to 148.206.58.19:80 (471 bytes), seq=199 time=487.83 ms 
connected to 148.206.58.19:80 (471 bytes), seq=200 time=491.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=201 time=509.31 ms 
connected to 148.206.58.19:80 (471 bytes), seq=202 time=488.06 ms 
connected to 148.206.58.19:80 (471 bytes), seq=203 time=502.94 ms 
connected to 148.206.58.19:80 (471 bytes), seq=204 time=487.42 ms 
connected to 148.206.58.19:80 (471 bytes), seq=205 time=513.23 ms 
connected to 148.206.58.19:80 (471 bytes), seq=206 time=490.23 ms 
connected to 148.206.58.19:80 (471 bytes), seq=207 time=506.63 ms 
connected to 148.206.58.19:80 (471 bytes), seq=208 time=488.36 ms 
connected to 148.206.58.19:80 (471 bytes), seq=209 time=505.85 ms 
connected to 148.206.58.19:80 (471 bytes), seq=210 time=483.13 ms 
connected to 148.206.58.19:80 (471 bytes), seq=211 time=508.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=212 time=494.79 ms 
connected to 148.206.58.19:80 (471 bytes), seq=213 time=507.42 ms 
connected to 148.206.58.19:80 (471 bytes), seq=214 time=485.14 ms 
connected to 148.206.58.19:80 (471 bytes), seq=215 time=504.52 ms 
connected to 148.206.58.19:80 (471 bytes), seq=216 time=486.15 ms 
connected to 148.206.58.19:80 (471 bytes), seq=217 time=491.31 ms 
connected to 148.206.58.19:80 (471 bytes), seq=218 time=482.40 ms 
connected to 148.206.58.19:80 (471 bytes), seq=219 time=496.59 ms 
connected to 148.206.58.19:80 (471 bytes), seq=220 time=497.07 ms 
connected to 148.206.58.19:80 (471 bytes), seq=221 time=495.89 ms 
connected to 148.206.58.19:80 (471 bytes), seq=222 time=480.98 ms 
connected to 148.206.58.19:80 (471 bytes), seq=223 time=491.94 ms 
connected to 148.206.58.19:80 (471 bytes), seq=224 time=497.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=225 time=493.41 ms 
connected to 148.206.58.19:80 (471 bytes), seq=226 time=496.52 ms 
connected to 148.206.58.19:80 (471 bytes), seq=227 time=509.88 ms 
connected to 148.206.58.19:80 (471 bytes), seq=228 time=488.18 ms 
connected to 148.206.58.19:80 (471 bytes), seq=229 time=490.54 ms 
connected to 148.206.58.19:80 (471 bytes), seq=230 time=483.08 ms 
connected to 148.206.58.19:80 (471 bytes), seq=231 time=493.83 ms 
connected to 148.206.58.19:80 (471 bytes), seq=232 time=495.45 ms 
connected to 148.206.58.19:80 (471 bytes), seq=233 time=490.07 ms 
connected to 148.206.58.19:80 (471 bytes), seq=234 time=505.63 ms 
connected to 148.206.58.19:80 (471 bytes), seq=235 time=499.53 ms 
connected to 148.206.58.19:80 (471 bytes), seq=236 time=490.28 ms 
connected to 148.206.58.19:80 (471 bytes), seq=237 time=504.33 ms 
connected to 148.206.58.19:80 (471 bytes), seq=238 time=500.82 ms 
connected to 148.206.58.19:80 (471 bytes), seq=239 time=493.11 ms 
connected to 148.206.58.19:80 (471 bytes), seq=240 time=508.14 ms 
connected to 148.206.58.19:80 (471 bytes), seq=241 time=500.69 ms 
connected to 148.206.58.19:80 (471 bytes), seq=242 time=501.80 ms 
connected to 148.206.58.19:80 (471 bytes), seq=243 time=494.67 ms 
connected to 148.206.58.19:80 (471 bytes), seq=244 time=496.13 ms 
connected to 148.206.58.19:80 (471 bytes), seq=245 time=496.76 ms 
connected to 148.206.58.19:80 (471 bytes), seq=246 time=485.58 ms 
connected to 148.206.58.19:80 (471 bytes), seq=247 time=505.29 ms 
connected to 148.206.58.19:80 (471 bytes), seq=248 time=495.95 ms 
connected to 148.206.58.19:80 (471 bytes), seq=249 time=496.67 ms 
connected to 148.206.58.19:80 (471 bytes), seq=250 time=498.41 ms 
connected to 148.206.58.19:80 (471 bytes), seq=251 time=494.35 ms 
connected to 148.206.58.19:80 (471 bytes), seq=252 time=494.10 ms 
connected to 148.206.58.19:80 (471 bytes), seq=253 time=493.53 ms 
connected to 148.206.58.19:80 (471 bytes), seq=254 time=493.86 ms 
connected to 148.206.58.19:80 (471 bytes), seq=255 time=497.94 ms 
connected to 148.206.58.19:80 (471 bytes), seq=256 time=489.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=257 time=505.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=258 time=505.73 ms 
connected to 148.206.58.19:80 (471 bytes), seq=259 time=501.76 ms 
connected to 148.206.58.19:80 (471 bytes), seq=260 time=495.28 ms 
connected to 148.206.58.19:80 (471 bytes), seq=261 time=494.78 ms 
connected to 148.206.58.19:80 (471 bytes), seq=262 time=492.00 ms 
connected to 148.206.58.19:80 (471 bytes), seq=263 time=500.49 ms 
connected to 148.206.58.19:80 (471 bytes), seq=264 time=492.05 ms 
connected to 148.206.58.19:80 (471 bytes), seq=265 time=502.33 ms 
connected to 148.206.58.19:80 (471 bytes), seq=266 time=495.18 ms 
connected to 148.206.58.19:80 (471 bytes), seq=267 time=498.52 ms 
connected to 148.206.58.19:80 (471 bytes), seq=268 time=493.70 ms 
connected to 148.206.58.19:80 (471 bytes), seq=269 time=494.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=270 time=524.36 ms 
connected to 148.206.58.19:80 (471 bytes), seq=271 time=499.76 ms 
connected to 148.206.58.19:80 (471 bytes), seq=272 time=492.45 ms 
connected to 148.206.58.19:80 (471 bytes), seq=273 time=498.77 ms 
connected to 148.206.58.19:80 (471 bytes), seq=274 time=507.99 ms 
connected to 148.206.58.19:80 (471 bytes), seq=275 time=511.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=276 time=493.90 ms 
connected to 148.206.58.19:80 (471 bytes), seq=277 time=491.78 ms 
connected to 148.206.58.19:80 (471 bytes), seq=278 time=503.40 ms 
connected to 148.206.58.19:80 (471 bytes), seq=279 time=500.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=280 time=488.15 ms 
connected to 148.206.58.19:80 (471 bytes), seq=281 time=493.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=282 time=503.67 ms 
connected to 148.206.58.19:80 (471 bytes), seq=283 time=502.00 ms 
connected to 148.206.58.19:80 (471 bytes), seq=284 time=495.57 ms 
connected to 148.206.58.19:80 (471 bytes), seq=285 time=513.33 ms 
connected to 148.206.58.19:80 (471 bytes), seq=286 time=500.39 ms 
connected to 148.206.58.19:80 (471 bytes), seq=287 time=489.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=288 time=493.89 ms 
connected to 148.206.58.19:80 (471 bytes), seq=289 time=502.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=290 time=517.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=291 time=496.54 ms 
connected to 148.206.58.19:80 (471 bytes), seq=292 time=496.37 ms 
connected to 148.206.58.19:80 (471 bytes), seq=293 time=498.94 ms 
connected to 148.206.58.19:80 (471 bytes), seq=294 time=497.75 ms 
connected to 148.206.58.19:80 (471 bytes), seq=295 time=506.07 ms 
connected to 148.206.58.19:80 (471 bytes), seq=296 time=495.33 ms 
connected to 148.206.58.19:80 (471 bytes), seq=297 time=505.68 ms 
connected to 148.206.58.19:80 (471 bytes), seq=298 time=492.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=299 time=499.51 ms 
--- http://www.iztapalapa.uam.mx/ ping statistics ---
300 connects, 300 ok, 0.00% failed, time 449046ms
round-trip min/avg/max = 481.0/496.6/524.4 ms
